市区町村名,緯度,経度
江戸川区,35.661389,139.858529
江東区,35.669742,139.81686
江東区,35.669937,139.821752
江東区,35.670803,139.825857
江東区,35.672986,139.826342
江東区,35.672767,139.829445
江東区,35.671857,139.83197
江東区,35.671095,139.834164
江東区,35.669859,139.837608
江東区,35.669826,139.841044
江東区,35.671484,139.840847
江東区,35.674867,139.840473
江東区,35.67573,139.837236
江東区,35.676679,139.833791
江東区,35.679537,139.834652
江東区,35.681911,139.83535
江東区,35.683993,139.835944
江東区,35.688001,139.836131
江東区,35.690284,139.835511
江東区,35.692093,139.834909
江東区,35.695107,139.834047
江東区,35.696833,139.832302
江東区,35.696567,139.828721
江東区,35.697755,139.825306
江東区,35.688695,139.826538
江東区,35.683969,139.829721
江東区,35.684182,139.832765
江東区,35.683498,139.836085
江東区,35.682028,139.835666
江東区,35.67919,139.834821
江東区,35.676774,139.834104
江東区,35.674467,139.833387
江東区,35.671247,139.832365
江東区,35.669182,139.831428
江東区,35.667251,139.830618
江東区,35.664303,139.833618
江東区,35.665309,139.834315
江東区,35.666263,139.834548
江東区,35.669217,139.831191
江東区,35.671096,139.832075
江東区,35.675079,139.833286
江東区,35.684035,139.832283
江東区,35.683824,139.829276
江東区,35.687391,139.826398
江東区,35.69008,139.826154
江東区,35.692517,139.825958
江東区,35.695949,139.825696
江東区,35.672698,139.842438
江東区,35.675672,139.842959
江東区,35.678707,139.84366
江東区,35.681976,139.844418
江東区,35.683786,139.844805
江東区,35.688561,139.844883
江東区,35.689246,139.844677
江東区,35.690467,139.843521
江東区,35.690384,139.842371
江東区,35.690021,139.838407
江東区,35.689561,139.833629
江東区,35.68922,139.82917
江戸川区,35.68341,139.887619
江戸川区,35.686196,139.88398
江戸川区,35.688008,139.881668
江戸川区,35.689862,139.87924
江戸川区,35.691883,139.876571
江戸川区,35.693991,139.873764
江戸川区,35.695856,139.871261
江戸川区,35.698112,139.868248
江戸川区,35.701945,139.867854
江戸川区,35.702119,139.863863
江戸川区,35.699267,139.849832
江戸川区,35.698539,139.847878
江東区,35.697536,139.844008
江東区,35.697156,139.839319
江東区,35.696964,139.835527
江戸川区,35.646968,139.879705
江戸川区,35.646997,139.874649
江戸川区,35.647605,139.870536
江戸川区,35.649471,139.869188
江戸川区,35.653979,139.869671
江戸川区,35.655913,139.868516
江戸川区,35.659601,139.869595
江戸川区,35.660555,139.870094
江戸川区,35.661132,139.866177
江戸川区,35.66155,139.863436
江戸川区,35.664409,139.858781
江戸川区,35.667946,139.860562
江戸川区,35.66991,139.858057
江戸川区,35.670498,139.854144
江東区,35.672673,139.840728
江東区,35.675379,139.839964
江東区,35.676054,139.834648
江東区,35.676469,139.831379
江東区,35.676782,139.828686
江東区,35.679026,139.827306
江東区,35.681951,139.827322
品川区,35.60622,139.735483
品川区,35.607089,139.739526
品川区,35.61029,139.743173
品川区,35.6107,139.747574
品川区,35.607485,139.747256
品川区,35.605486,139.753184
品川区,35.603115,139.753224
品川区,35.602372,139.752317
品川区,35.599877,139.750767
品川区,35.606552,139.735166
品川区,35.611424,139.74681
品川区,35.613087,139.750099
品川区,35.615748,139.750366
品川区,35.619768,139.750696
品川区,35.621238,139.750773
品川区,35.621372,139.749476
品川区,35.618419,139.747318
品川区,35.615276,139.747392
品川区,35.614622,139.743802
品川区,35.613826,139.741543
品川区,35.612078,139.741976
品川区,35.608996,139.741697
品川区,35.607377,139.740106
品川区,35.606525,139.735566
品川区,35.606445,139.735147
品川区,35.611643,139.754168
品川区,35.608385,139.758458
品川区,35.605642,139.759422
品川区,35.603909,139.761052
品川区,35.600723,139.762069
品川区,35.597349,139.76383
品川区,35.595381,139.764652
品川区,35.594475,139.765981
大田区,35.593965,139.769774
大田区,35.594057,139.77093
大田区,35.591535,139.76995
大田区,35.591054,139.768989
大田区,35.589116,139.766028
大田区,35.58774,139.766059
大田区,35.585266,139.766124
大田区,35.585879,139.7678
大田区,35.589151,139.771624
大田区,35.590881,139.773049
足立区,35.804033,139.797014
足立区,35.806196,139.801589
足立区,35.803414,139.801783
足立区,35.797892,139.80217
足立区,35.792727,139.801423
足立区,35.79274,139.798591
足立区,35.792866,139.794834
足立区,35.793561,139.792453
足立区,35.793058,139.794747
足立区,35.792923,139.799228
足立区,35.792914,139.801566
足立区,35.792454,139.802647
足立区,35.788587,139.802943
足立区,35.7849,139.80308
足立区,35.782216,139.803156
足立区,35.777788,139.803304
足立区,35.775151,139.803991
足立区,35.774888,139.803417
足立区,35.77286,139.803515
足立区,35.770022,139.80364
足立区,35.764754,139.803928
足立区,35.764768,139.802795
足立区,35.754061,139.801248
足立区,35.751661,139.800394
足立区,35.749895,139.804675
品川区,35.626287,139.723936
品川区,35.631312,139.729493
港区,35.633662,139.730848
港区,35.636414,139.731271
港区,35.639543,139.732061
港区,35.641714,139.733732
港区,35.644526,139.735954
港区,35.647311,139.736119
港区,35.65008,139.736547
港区,35.652072,139.736352
港区,35.654351,139.736729
港区,35.654579,139.741909
港区,35.654215,139.743857
品川区,35.626188,139.724021
品川区,35.625906,139.725259
品川区,35.625122,139.730575
品川区,35.624106,139.732512
品川区,35.623229,139.73487
品川区,35.624382,139.737941
品川区,35.623294,139.741106
港区,35.629627,139.737234
港区,35.634499,139.738082
港区,35.637631,139.738616
港区,35.641342,139.737502
港区,35.655684,139.736919
港区,35.660724,139.737309
港区,35.661815,139.735537
港区,35.662464,139.731085
港区,35.660319,139.729071
港区,35.628757,139.741177
港区,35.627672,139.744969
港区,35.624148,139.745286
品川区,35.621106,139.746148
品川区,35.615846,139.747909
品川区,35.614361,139.747859
品川区,35.609316,139.749607
品川区,35.599726,139.750774
品川区,35.593265,139.741034
品川区,35.596852,139.742113
品川区,35.598973,139.742787
品川区,35.600129,139.744334
品川区,35.60422,139.745982
品川区,35.607401,139.74697
品川区,35.610559,139.747286
品川区,35.613601,139.747537
品川区,35.614789,139.747615
品川区,35.616516,139.747588
品川区,35.619834,139.746457
品川区,35.618382,139.744412
品川区,35.621186,139.739327
品川区,35.620624,139.742484
品川区,35.622561,139.740589
港区,35.628161,139.737404
港区,35.630038,139.732314
港区,35.633952,139.732599
港区,35.635286,139.732917
港区,35.635915,139.730287
港区,35.636642,139.728353
港区,35.638032,139.726598
港区,35.636513,139.723163
品川区,35.634378,139.719013
品川区,35.634276,139.716448
港区,35.628956,139.74117
港区,35.629058,139.747529
港区,35.628363,139.750361
港区,35.62615,139.750217
品川区,35.623021,139.750866
品川区,35.62002,139.750915
品川区,35.597766,139.751301
品川区,35.597396,139.752629
品川区,35.598827,139.754272
品川区,35.60166,139.754297
品川区,35.603597,139.754305
品川区,35.605371,139.753379
品川区,35.609134,139.749585
品川区,35.62124,139.745788
港区,35.62473,139.744933
港区,35.62788,139.744691
港区,35.628898,139.741132
品川区,35.621588,139.749268
品川区,35.623238,139.749933
港区,35.627504,139.749893
港区,35.628792,139.749371
港区,35.628785,139.747367
品川区,35.620559,139.742795
港区,35.629838,139.73725
港区,35.630341,139.732473
港区,35.633269,139.732616
港区,35.635079,139.733022
港区,35.638769,139.734905
港区,35.646604,139.734994
港区,35.647141,139.731386
港区,35.646576,139.727335
港区,35.647268,139.723473
渋谷区,35.650265,139.722254
港区,35.654378,139.722608
港区,35.658886,139.723502
港区,35.662396,139.723579
港区,35.666714,139.724275
港区,35.669526,139.72359
港区,35.673869,139.723326
港区,35.674957,139.721971
港区,35.677731,139.720492
新宿区,35.679533,139.719576
新宿区,35.681515,139.719287
新宿区,35.683936,139.719758
新宿区,35.687673,139.719271
新宿区,35.687509,139.717329
新宿区,35.687979,139.713141
新宿区,35.688571,139.710325
新宿区,35.690319,139.705854
新宿区,35.691142,139.703971
新宿区,35.692932,139.700299
新宿区,35.691884,139.698872
港区,35.628535,139.741638
品川区,35.620952,139.753694
品川区,35.616669,139.753536
大田区,35.593323,139.769737
大田区,35.584416,139.764206
大田区,35.582759,139.760987
大田区,35.582759,139.762672
大田区,35.580215,139.764292
大田区,35.579266,139.758642
港区,35.629672,139.741362
港区,35.62982,139.746847
港区,35.631788,139.747688
港区,35.631545,139.751094
港区,35.631256,139.754061
港区,35.629772,139.756094
港区,35.627991,139.756165
港区,35.624767,139.756278
品川区,35.621549,139.754773
品川区,35.622412,139.753752
品川区,35.623783,139.753992
港区,35.626167,139.754164
港区,35.627922,139.754293
港区,35.630269,139.754457
港区,35.632226,139.755306
港区,35.631621,139.757634
港区,35.629146,139.757739
港区,35.627939,139.75573
港区,35.63122,139.750919
港区,35.631375,139.748451
文京区,35.71324,139.764238
文京区,35.711143,139.764023
文京区,35.708154,139.763823
文京区,35.708183,139.771979
台東区,35.707821,139.773891
新宿区,35.713317,139.704487
新宿区,35.708918,139.717039
新宿区,35.706897,139.71871
新宿区,35.708692,139.721668
渋谷区,35.655149,139.717758
渋谷区,35.655635,139.7175
渋谷区,35.655152,139.713996
渋谷区,35.655432,139.711013
渋谷区,35.656747,139.710757
渋谷区,35.657723,139.710599
渋谷区,35.658095,139.707496
渋谷区,35.659009,139.702019
豊島区,35.721131,139.707904
文京区,35.71633,139.719084
文京区,35.716371,139.720396
渋谷区,35.64688,139.70947
渋谷区,35.649426,139.711483
渋谷区,35.653105,139.713371
渋谷区,35.654856,139.713558
新宿区,35.692228,139.698698
新宿区,35.693635,139.701944
新宿区,35.692837,139.704993
新宿区,35.695654,139.706895
新宿区,35.697197,139.707166
新宿区,35.700751,139.709358
新宿区,35.700936,139.709861
新宿区,35.70144,139.712749
新宿区,35.701347,139.715774
新宿区,35.701169,139.718356
新宿区,35.699788,139.720235
新宿区,35.699519,139.719407
新宿区,35.697517,139.719749
新宿区,35.683494,139.687356
新宿区,35.688564,139.690164
新宿区,35.692327,139.698614
新宿区,35.698011,139.707938
新宿区,35.697838,139.709931
新宿区,35.697833,139.712851
新宿区,35.698568,139.716065
新宿区,35.699259,139.717964
新宿区,35.697304,139.720524
新宿区,35.694936,139.724933
新宿区,35.691638,139.725295
新宿区,35.689453,139.724102
新宿区,35.687718,139.724624
新宿区,35.686466,139.728231
千代田区,35.685589,139.731776
千代田区,35.684492,139.734231
千代田区,35.684067,139.736897
千代田区,35.68431,139.740051
千代田区,35.684182,139.743183
千代田区,35.681486,139.745059
新宿区,35.682981,139.688712
新宿区,35.684878,139.691545
新宿区,35.685688,139.692714
新宿区,35.687927,139.69771
新宿区,35.690266,139.69623
新宿区,35.691351,139.697679
新宿区,35.691775,139.698733
新宿区,35.694484,139.692268
新宿区,35.695402,139.689355
中野区,35.697022,139.68168
中野区,35.697258,139.679535
中野区,35.697554,139.675037
中野区,35.697437,139.671731
中野区,35.697369,139.669341
中野区,35.6973,139.665793
中野区,35.697312,139.662871
杉並区,35.697571,139.660243
杉並区,35.697902,139.657661
杉並区,35.698091,139.65215
杉並区,35.69744,139.654771
杉並区,35.695495,139.654502
杉並区,35.691328,139.654819
杉並区,35.689189,139.655246
杉並区,35.686987,139.656031
杉並区,35.682507,139.657071
杉並区,35.679771,139.657283
杉並区,35.675698,139.659171
世田谷区,35.671171,139.661454
世田谷区,35.669166,139.661958
世田谷区,35.665412,139.660921
世田谷区,35.662914,139.660517
杉並区,35.695999,139.654224
杉並区,35.697878,139.653555
杉並区,35.697851,139.651852
中央区,35.666884,139.758559
中央区,35.664902,139.763562
中央区,35.663185,139.76522
中央区,35.663983,139.76736
中央区,35.664211,139.773164
中央区,35.658656,139.778523
中央区,35.65669,139.780705
中央区,35.655772,139.780936
江東区,35.646257,139.786758
江東区,35.645279,139.781994
江東区,35.643422,139.78421
江戸川区,35.663265,139.87275
江戸川区,35.666835,139.873107
江戸川区,35.670684,139.871977
江戸川区,35.673485,139.87173
江戸川区,35.67553,139.870999
江戸川区,35.678556,139.872357
江戸川区,35.682821,139.874864
江戸川区,35.687251,139.877148
江戸川区,35.690352,139.878584
江戸川区,35.695757,139.871394
江戸川区,35.699819,139.867775
江戸川区,35.699903,139.848688
江戸川区,35.703492,139.846706
江戸川区,35.70639,139.843093
江戸川区,35.70684,139.844973
江戸川区,35.70675,139.8423
江戸川区,35.689489,139.84891
江戸川区,35.691876,139.848535
江戸川区,35.694182,139.849109
江戸川区,35.695596,139.848868
江戸川区,35.697566,139.850217
江戸川区,35.705613,139.839026
江戸川区,35.702649,139.840359
江戸川区,35.699662,139.844715
江戸川区,35.699009,139.846217
江戸川区,35.697239,139.848367
江戸川区,35.696261,139.848475
江戸川区,35.694188,139.849426
江戸川区,35.691394,139.848667
江戸川区,35.689181,139.848832
墨田区,35.695914,139.814465
江東区,35.69588,139.825967
江東区,35.665332,139.824879
江東区,35.662711,139.823884
江東区,35.660806,139.824003
江東区,35.658359,139.824185
江東区,35.64962,139.825262
江東区,35.645289,139.826366
江東区,35.645577,139.825435
江東区,35.631654,139.794347
江東区,35.630029,139.791375
江東区,35.624679,139.78153
江東区,35.621126,139.774889
江東区,35.617458,139.778871
江東区,35.61751,139.776395
江東区,35.619069,139.775243
江東区,35.619389,139.776253
江東区,35.687561,139.798411
江東区,35.680198,139.799158
江東区,35.672019,139.794834
江東区,35.653879,139.795776
葛飾区,35.736013,139.855621
葛飾区,35.73532,139.860433
葛飾区,35.734754,139.863847
葛飾区,35.731214,139.86848
葛飾区,35.726424,139.867369
葛飾区,35.724877,139.865219
葛飾区,35.72343,139.863154
葛飾区,35.721742,139.860723
葛飾区,35.719914,139.858082
葛飾区,35.717869,139.85847
葛飾区,35.717829,139.861481
葛飾区,35.719899,139.865131
葛飾区,35.7202,139.866013
葛飾区,35.720204,139.867258
葛飾区,35.722538,139.867961
江戸川区,35.724208,139.870168
江戸川区,35.725349,139.872192
江戸川区,35.723345,139.873778
江戸川区,35.719828,139.877111
江戸川区,35.715933,139.878427
江戸川区,35.712564,139.879223
江戸川区,35.709468,139.879981
江戸川区,35.706043,139.880801
江戸川区,35.704496,139.881179
江戸川区,35.700598,139.881896
江戸川区,35.696888,139.882326
江戸川区,35.693702,139.882672
江戸川区,35.690098,139.88306
江戸川区,35.685961,139.883766
江戸川区,35.664157,139.85907
江戸川区,35.666036,139.855971
江戸川区,35.670799,139.856823
江戸川区,35.672071,139.855633
江戸川区,35.674087,139.853114
江戸川区,35.67707,139.853216
江戸川区,35.679304,139.856418
江戸川区,35.679803,139.858389
江戸川区,35.682499,139.862861
江戸川区,35.68338,139.864315
江戸川区,35.68536,139.864392
江戸川区,35.688143,139.864772
江戸川区,35.688704,139.866196
江戸川区,35.693012,139.867589
江戸川区,35.695326,139.867682
江戸川区,35.707716,139.867604
江戸川区,35.710334,139.865756
江戸川区,35.712731,139.863803
葛飾区,35.714888,139.861442
葛飾区,35.716626,139.858333
江戸川区,35.683922,139.864068
江戸川区,35.66325,139.872913
江戸川区,35.668644,139.873751
江戸川区,35.671423,139.875423
江戸川区,35.674933,139.878797
江戸川区,35.674911,139.881948
江戸川区,35.674719,139.884544
江戸川区,35.677643,139.885309
江戸川区,35.680546,139.885242
江戸川区,35.680821,139.886901
江戸川区,35.682574,139.88864
江戸川区,35.686118,139.883557
江戸川区,35.695615,139.871591
葛飾区,35.716385,139.858295
江戸川区,35.695075,139.867871
江戸川区,35.69187,139.867732
江戸川区,35.689302,139.86671
江戸川区,35.651744,139.855012
江戸川区,35.65367,139.855673
江戸川区,35.653248,139.859129
江戸川区,35.653419,139.860354
江戸川区,35.653272,139.862721
江戸川区,35.65594,139.863531
江戸川区,35.659338,139.863792
江戸川区,35.661424,139.866641
江戸川区,35.661023,139.869404
江戸川区,35.675378,139.877629
江戸川区,35.678364,139.879209
江戸川区,35.682428,139.880949
江戸川区,35.686006,139.882121
江戸川区,35.696905,139.871371
江戸川区,35.699646,139.873094
江戸川区,35.702633,139.87345
江戸川区,35.705659,139.87365
江戸川区,35.710472,139.873969
江戸川区,35.713274,139.874154
江戸川区,35.715231,139.874138
江戸川区,35.71699,139.871461
江戸川区,35.717991,139.869939
江戸川区,35.718996,139.868246
葛飾区,35.720048,139.865978
葛飾区,35.719507,139.864923
葛飾区,35.717576,139.861143
葛飾区,35.718278,139.857802
葛飾区,35.720249,139.858157
葛飾区,35.721901,139.860528
葛飾区,35.723216,139.862398
葛飾区,35.724801,139.866016
新宿区,35.691849,139.698581
新宿区,35.693495,139.70255
新宿区,35.692473,139.701331
新宿区,35.691516,139.705127
新宿区,35.701745,139.708067
新宿区,35.703978,139.708456
新宿区,35.70641,139.70877
新宿区,35.709065,139.709199
新宿区,35.706381,139.719349
新宿区,35.709103,139.722969
新宿区,35.71169,139.717221
新宿区,35.710909,139.721686
新宿区,35.708545,139.721255
新宿区,35.706241,139.720209
新宿区,35.703015,139.721637
新宿区,35.690789,139.722537
新宿区,35.686934,139.716092
新宿区,35.684655,139.716079
新宿区,35.681542,139.714408
渋谷区,35.680465,139.71209
渋谷区,35.678698,139.711185
渋谷区,35.67747,139.712817
渋谷区,35.675443,139.712232
渋谷区,35.67509,139.710229
渋谷区,35.673533,139.705308
渋谷区,35.670434,139.703016
渋谷区,35.666277,139.700643
渋谷区,35.664104,139.699136
渋谷区,35.662723,139.700901
渋谷区,35.659983,139.700788
渋谷区,35.660177,139.702176
江東区,35.669508,139.806451
江東区,35.669476,139.810252
江東区,35.669603,139.813699
江東区,35.669743,139.816986
江東区,35.645348,139.826489
江東区,35.645299,139.832071
江東区,35.644431,139.835785
江東区,35.64006,139.835148
江東区,35.63577,139.836563
江東区,35.641674,139.823864
江東区,35.637427,139.823086
江東区,35.635765,139.823323
江東区,35.632531,139.824858
江東区,35.632959,139.829143
江東区,35.634681,139.834677
江東区,35.629868,139.835952
江東区,35.628617,139.832516
江東区,35.627507,139.831077
江東区,35.626499,139.832375
江東区,35.62497,139.833566
江東区,35.619526,139.834501
江東区,35.657497,139.823226
江東区,35.658503,139.817088
江東区,35.643171,139.802615
江東区,35.64216,139.801862
江東区,35.642344,139.79979
江東区,35.645548,139.799814
江東区,35.645674,139.801068
江東区,35.647001,139.801529
江東区,35.641112,139.804897
江東区,35.64219,139.812071
江東区,35.646777,139.812265
江東区,35.648989,139.811937
江東区,35.650362,139.810342
江東区,35.650095,139.807394
江東区,35.6491,139.801247
江東区,35.652369,139.798376
江東区,35.655023,139.795098
江東区,35.656207,139.794564
江東区,35.657632,139.793149
江東区,35.658737,139.790587
中央区,35.657882,139.786039
中央区,35.656299,139.783686
中央区,35.658653,139.778182
中央区,35.660564,139.776233
中央区,35.665273,139.775961
中央区,35.666952,139.777673
中央区,35.668865,139.778511
中央区,35.670482,139.7791
中央区,35.672058,139.779969
中央区,35.673593,139.782594
中央区,35.674494,139.781937
中央区,35.675931,139.779837
中央区,35.676706,139.777611
中央区,35.677459,139.775784
中央区,35.679407,139.770866
千代田区,35.679239,139.76794
千代田区,35.67978,139.768275
中央区,35.679209,139.772413
中央区,35.677702,139.775916
中央区,35.677174,139.777197
中央区,35.675909,139.780254
中央区,35.673344,139.783312
中央区,35.668647,139.785351
中央区,35.667364,139.786205
中央区,35.665009,139.785941
中央区,35.659695,139.788248
中央区,35.662452,139.781837
中央区,35.661581,139.783657
中央区,35.658233,139.783397
中央区,35.659766,139.785629
江東区,35.659126,139.79054
江東区,35.658654,139.792772
江東区,35.656336,139.795138
江東区,35.654099,139.797299
江東区,35.65273,139.798725
江東区,35.649205,139.801641
江東区,35.646914,139.801974
江東区,35.645417,139.801253
江東区,35.643273,139.802589
江東区,35.645297,139.799879
江東区,35.643649,139.797771
江東区,35.641092,139.795553
江東区,35.639631,139.793466
江東区,35.638691,139.791682
江東区,35.637217,139.788623
江東区,35.636753,139.788359
江東区,35.63504,139.784919
江東区,35.63297,139.785584
江東区,35.63102,139.78763
江東区,35.629479,139.789609
江東区,35.6301,139.793215
江東区,35.645076,139.802236
千代田区,35.68215,139.765094
千代田区,35.684106,139.769418
中央区,35.682376,139.774541
中央区,35.681092,139.777747
中央区,35.679795,139.780793
中央区,35.678399,139.78318
中央区,35.677174,139.785294
江東区,35.675561,139.789588
江東区,35.673616,139.792441
江東区,35.672218,139.795623
江東区,35.671258,139.797834
江東区,35.670274,139.800084
江東区,35.669689,139.803513
江東区,35.669565,139.805153
江東区,35.670108,139.816289
江東区,35.67153,139.816218
江東区,35.675238,139.815914
江東区,35.678497,139.815865
江東区,35.680417,139.815915
江東区,35.683397,139.816
江東区,35.686562,139.815792
江東区,35.689693,139.815518
江東区,35.691297,139.815375
墨田区,35.694419,139.815369
墨田区,35.69591,139.814364
荒川区,35.729437,139.799439
台東区,35.728913,139.803463
台東区,35.728544,139.8062
台東区,35.727234,139.808533
台東区,35.728059,139.805162
台東区,35.725324,139.807945
台東区,35.726047,139.80487
台東区,35.722801,139.807397
台東区,35.723336,139.804477
台東区,35.720091,139.806106
台東区,35.720443,139.804186
台東区,35.71819,139.804466
台東区,35.713881,139.800887
台東区,35.711268,139.798325
台東区,35.710228,139.796096
荒川区,35.732891,139.798557
台東区,35.725849,139.801124
台東区,35.723439,139.801572
台東区,35.721128,139.801883
台東区,35.718736,139.802011
台東区,35.715881,139.801949
台東区,35.708121,139.795859
台東区,35.705785,139.794099
台東区,35.703616,139.791607
台東区,35.700698,139.788748
台東区,35.697972,139.786882
中央区,35.694518,139.784128
中央区,35.692541,139.781581
中央区,35.691136,139.7794
中央区,35.689717,139.776669
中央区,35.688755,139.773816
中央区,35.685191,139.774549
中央区,35.682779,139.772643
中央区,35.694947,139.78311
中央区,35.693182,139.781705
千代田区,35.694282,139.780466
足立区,35.774106,139.770973
足立区,35.772801,139.769776
足立区,35.77096,139.76676
足立区,35.768824,139.763186
足立区,35.767934,139.762345
北区,35.764205,139.752355
足立区,35.761491,139.756191
足立区,35.760581,139.756836
足立区,35.757579,139.757251
足立区,35.756295,139.760437
足立区,35.755769,139.762785
荒川区,35.752606,139.76219
